municipio,trimestre,Nivel de Instrução,quantidade de escolaridade
Porto Velho (RO),4º trimestre 2022,Ensino médio completo ou equivalente,152.0
Porto Velho (RO),4º trimestre 2022,Ensino superior incompleto ou equivalente,26.0
Porto Velho (RO),4º trimestre 2022,Ensino superior completo ou equivalente,69.0
Porto Velho (RO),4º trimestre 2022,Não determinado,0.0
Porto Velho (RO),1º trimestre 2023,Sem instrução e menos de 1 ano de estudo,34.0
Porto Velho (RO),1º trimestre 2023,Ensino fundamental incompleto ou equivalente,90.0
Porto Velho (RO),1º trimestre 2023,Ensino fundamental completo ou equivalente,34.0
Porto Velho (RO),1º trimestre 2023,Ensino médio incompleto ou equivalente,45.0
Porto Velho (RO),1º trimestre 2023,Ensino médio completo ou equivalente,158.0
Porto Velho (RO),1º trimestre 2023,Ensino superior incompleto ou equivalente,23.0
Porto Velho (RO),1º trimestre 2023,Ensino superior completo ou equivalente,71.0
Porto Velho (RO),1º trimestre 2023,Não determinado,0.0
Porto Velho (RO),2º trimestre 2023,Sem instrução e menos de 1 ano de estudo,31.0
Porto Velho (RO),2º trimestre 2023,Ensino fundamental incompleto ou equivalente,91.0
Porto Velho (RO),2º trimestre 2023,Ensino fundamental completo ou equivalente,35.0
Porto Velho (RO),2º trimestre 2023,Ensino médio incompleto ou equivalente,47.0
Porto Velho (RO),2º trimestre 2023,Ensino médio completo ou equivalente,163.0
Porto Velho (RO),2º trimestre 2023,Ensino superior incompleto ou equivalente,24.0
Porto Velho (RO),2º trimestre 2023,Ensino superior completo ou equivalente,66.0
Porto Velho (RO),2º trimestre 2023,Não determinado,0.0
Porto Velho (RO),3º trimestre 2023,Sem instrução e menos de 1 ano de estudo,34.0
Porto Velho (RO),3º trimestre 2023,Ensino fundamental incompleto ou equivalente,95.0
Porto Velho (RO),3º trimestre 2023,Ensino fundamental completo ou equivalente,37.0
Porto Velho (RO),3º trimestre 2023,Ensino médio incompleto ou equivalente,43.0
Porto Velho (RO),3º trimestre 2023,Ensino médio completo ou equivalente,160.0
Porto Velho (RO),3º trimestre 2023,Ensino superior incompleto ou equivalente,25.0
Porto Velho (RO),3º trimestre 2023,Ensino superior completo ou equivalente,71.0
Porto Velho (RO),3º trimestre 2023,Não determinado,0.0
Porto Velho (RO),4º trimestre 2023,Sem instrução e menos de 1 ano de estudo,37.0
Porto Velho (RO),4º trimestre 2023,Ensino fundamental incompleto ou equivalente,90.0
Porto Velho (RO),4º trimestre 2023,Ensino fundamental completo ou equivalente,43.0
Porto Velho (RO),4º trimestre 2023,Ensino médio incompleto ou equivalente,40.0
Porto Velho (RO),4º trimestre 2023,Ensino médio completo ou equivalente,174.0
Porto Velho (RO),4º trimestre 2023,Ensino superior incompleto ou equivalente,24.0
Porto Velho (RO),4º trimestre 2023,Ensino superior completo ou equivalente,69.0
Porto Velho (RO),4º trimestre 2023,Não determinado,0.0
Porto Velho (RO),1º trimestre 2024,Sem instrução e menos de 1 ano de estudo,34.0
Porto Velho (RO),1º trimestre 2024,Ensino fundamental incompleto ou equivalente,82.0
Porto Velho (RO),1º trimestre 2024,Ensino fundamental completo ou equivalente,41.0
Porto Velho (RO),1º trimestre 2024,Ensino médio incompleto ou equivalente,35.0
Porto Velho (RO),1º trimestre 2024,Ensino médio completo ou equivalente,190.0
Porto Velho (RO),1º trimestre 2024,Ensino superior incompleto ou equivalente,27.0
Porto Velho (RO),1º trimestre 2024,Ensino superior completo ou equivalente,74.0
Porto Velho (RO),1º trimestre 2024,Não determinado,0.0
Porto Velho (RO),2º trimestre 2024,Sem instrução e menos de 1 ano de estudo,28.0
Porto Velho (RO),2º trimestre 2024,Ensino fundamental incompleto ou equivalente,81.0
Porto Velho (RO),2º trimestre 2024,Ensino fundamental completo ou equivalente,46.0
Porto Velho (RO),2º trimestre 2024,Ensino médio incompleto ou equivalente,34.0
Porto Velho (RO),2º trimestre 2024,Ensino médio completo ou equivalente,182.0
Porto Velho (RO),2º trimestre 2024,Ensino superior incompleto ou equivalente,27.0
Porto Velho (RO),2º trimestre 2024,Ensino superior completo ou equivalente,81.0
Porto Velho (RO),2º trimestre 2024,Não determinado,0.0
Porto Velho (RO),3º trimestre 2024,Sem instrução e menos de 1 ano de estudo,29.0
Porto Velho (RO),3º trimestre 2024,Ensino fundamental incompleto ou equivalente,85.0
Porto Velho (RO),3º trimestre 2024,Ensino fundamental completo ou equivalente,48.0
Porto Velho (RO),3º trimestre 2024,Ensino médio incompleto ou equivalente,32.0
Porto Velho (RO),3º trimestre 2024,Ensino médio completo ou equivalente,178.0
Porto Velho (RO),3º trimestre 2024,Ensino superior incompleto ou equivalente,28.0
Porto Velho (RO),3º trimestre 2024,Ensino superior completo ou equivalente,84.0
Porto Velho (RO),3º trimestre 2024,Não determinado,0.0
Porto Velho (RO),4º trimestre 2024,Sem instrução e menos de 1 ano de estudo,23.0
Porto Velho (RO),4º trimestre 2024,Ensino fundamental incompleto ou equivalente,82.0
Porto Velho (RO),4º trimestre 2024,Ensino fundamental completo ou equivalente,37.0
Porto Velho (RO),4º trimestre 2024,Ensino médio incompleto ou equivalente,31.0
Porto Velho (RO),4º trimestre 2024,Ensino médio completo ou equivalente,215.0
Porto Velho (RO),4º trimestre 2024,Ensino superior incompleto ou equivalente,21.0
Porto Velho (RO),4º trimestre 2024,Ensino superior completo ou equivalente,73.0
Porto Velho (RO),4º trimestre 2024,Não determinado,0.0
Rio Branco (AC),1º trimestre 2012,Sem instrução e menos de 1 ano de estudo,19.0
Rio Branco (AC),1º trimestre 2012,Ensino fundamental incompleto ou equivalente,64.0
Rio Branco (AC),1º trimestre 2012,Ensino fundamental completo ou equivalente,42.0
Rio Branco (AC),1º trimestre 2012,Ensino médio incompleto ou equivalente,19.0
Rio Branco (AC),1º trimestre 2012,Ensino médio completo ou equivalente,73.0
Rio Branco (AC),1º trimestre 2012,Ensino superior incompleto ou equivalente,16.0
Rio Branco (AC),1º trimestre 2012,Ensino superior completo ou equivalente,33.0
Rio Branco (AC),1º trimestre 2012,Não determinado,0.0
Rio Branco (AC),2º trimestre 2012,Sem instrução e menos de 1 ano de estudo,19.0
Rio Branco (AC),2º trimestre 2012,Ensino fundamental incompleto ou equivalente,67.0
Rio Branco (AC),2º trimestre 2012,Ensino fundamental completo ou equivalente,38.0
Rio Branco (AC),2º trimestre 2012,Ensino médio incompleto ou equivalente,21.0
Rio Branco (AC),2º trimestre 2012,Ensino médio completo ou equivalente,73.0
Rio Branco (AC),2º trimestre 2012,Ensino superior incompleto ou equivalente,15.0
Rio Branco (AC),2º trimestre 2012,Ensino superior completo ou equivalente,33.0
Rio Branco (AC),2º trimestre 2012,Não determinado,0.0
Rio Branco (AC),3º trimestre 2012,Sem instrução e menos de 1 ano de estudo,18.0
Rio Branco (AC),3º trimestre 2012,Ensino fundamental incompleto ou equivalente,69.0
Rio Branco (AC),3º trimestre 2012,Ensino fundamental completo ou equivalente,37.0
Rio Branco (AC),3º trimestre 2012,Ensino médio incompleto ou equivalente,20.0
Rio Branco (AC),3º trimestre 2012,Ensino médio completo ou equivalente,76.0
Rio Branco (AC),3º trimestre 2012,Ensino superior incompleto ou equivalente,17.0
Rio Branco (AC),3º trimestre 2012,Ensino superior completo ou equivalente,32.0
Rio Branco (AC),3º trimestre 2012,Não determinado,0.0
Rio Branco (AC),4º trimestre 2012,Sem instrução e menos de 1 ano de estudo,18.0
Rio Branco (AC),4º trimestre 2012,Ensino fundamental incompleto ou equivalente,72.0
Rio Branco (AC),4º trimestre 2012,Ensino fundamental completo ou equivalente,37.0
Rio Branco (AC),4º trimestre 2012,Ensino médio incompleto ou equivalente,21.0
Rio Branco (AC),4º trimestre 2012,Ensino médio completo ou equivalente,69.0
Rio Branco (AC),4º trimestre 2012,Ensino superior incompleto ou equivalente,18.0
Rio Branco (AC),4º trimestre 2012,Ensino superior completo ou equivalente,33.0
Rio Branco (AC),4º trimestre 2012,Não determinado,0.0
Rio Branco (AC),1º trimestre 2013,Sem instrução e menos de 1 ano de estudo,19.0
Rio Branco (AC),1º trimestre 2013,Ensino fundamental incompleto ou equivalente,67.0
Rio Branco (AC),1º trimestre 2013,Ensino fundamental completo ou equivalente,39.0
Rio Branco (AC),1º trimestre 2013,Ensino médio incompleto ou equivalente,21.0
Rio Branco (AC),1º trimestre 2013,Ensino médio completo ou equivalente,71.0
Rio Branco (AC),1º trimestre 2013,Ensino superior incompleto ou equivalente,19.0
Rio Branco (AC),1º trimestre 2013,Ensino superior completo ou equivalente,34.0
Rio Branco (AC),1º trimestre 2013,Não determinado,0.0
Rio Branco (AC),2º trimestre 2013,Sem instrução e menos de 1 ano de estudo,18.0
Rio Branco (AC),2º trimestre 2013,Ensino fundamental incompleto ou equivalente,68.0
Rio Branco (AC),2º trimestre 2013,Ensino fundamental completo ou equivalente,37.0
Rio Branco (AC),2º trimestre 2013,Ensino médio incompleto ou equivalente,25.0
Rio Branco (AC),2º trimestre 2013,Ensino médio completo ou equivalente,72.0
Rio Branco (AC),2º trimestre 2013,Ensino superior incompleto ou equivalente,19.0
Rio Branco (AC),2º trimestre 2013,Ensino superior completo ou equivalente,33.0
Rio Branco (AC),2º trimestre 2013,Não determinado,0.0
Rio Branco (AC),3º trimestre 2013,Sem instrução e menos de 1 ano de estudo,20.0
Rio Branco (AC),3º trimestre 2013,Ensino fundamental incompleto ou equivalente,67.0
Rio Branco (AC),3º trimestre 2013,Ensino fundamental completo ou equivalente,38.0
Rio Branco (AC),3º trimestre 2013,Ensino médio incompleto ou equivalente,27.0
Rio Branco (AC),3º trimestre 2013,Ensino médio completo ou equivalente,72.0
Rio Branco (AC),3º trimestre 2013,Ensino superior incompleto ou equivalente,18.0
Rio Branco (AC),3º trimestre 2013,Ensino superior completo ou equivalente,33.0
Rio Branco (AC),3º trimestre 2013,Não determinado,0.0
Rio Branco (AC),4º trimestre 2013,Sem instrução e menos de 1 ano de estudo,20.0
Rio Branco (AC),4º trimestre 2013,Ensino fundamental incompleto ou equivalente,70.0
Rio Branco (AC),4º trimestre 2013,Ensino fundamental completo ou equivalente,39.0
Rio Branco (AC),4º trimestre 2013,Ensino médio incompleto ou equivalente,21.0
Rio Branco (AC),4º trimestre 2013,Ensino médio completo ou equivalente,74.0
Rio Branco (AC),4º trimestre 2013,Ensino superior incompleto ou equivalente,19.0
Rio Branco (AC),4º trimestre 2013,Ensino superior completo ou equivalente,32.0
Rio Branco (AC),4º trimestre 2013,Não determinado,0.0
Rio Branco (AC),1º trimestre 2014,Sem instrução e menos de 1 ano de estudo,19.0
Rio Branco (AC),1º trimestre 2014,Ensino fundamental incompleto ou equivalente,65.0
Rio Branco (AC),1º trimestre 2014,Ensino fundamental completo ou equivalente,39.0
Rio Branco (AC),1º trimestre 2014,Ensino médio incompleto ou equivalente,23.0
Rio Branco (AC),1º trimestre 2014,Ensino médio completo ou equivalente,76.0
Rio Branco (AC),1º trimestre 2014,Ensino superior incompleto ou equivalente,22.0
Rio Branco (AC),1º trimestre 2014,Ensino superior completo ou equivalente,34.0
Rio Branco (AC),1º trimestre 2014,Não determinado,0.0
Rio Branco (AC),2º trimestre 2014,Sem instrução e menos de 1 ano de estudo,17.0
Rio Branco (AC),2º trimestre 2014,Ensino fundamental incompleto ou equivalente,65.0
Rio Branco (AC),2º trimestre 2014,Ensino fundamental completo ou equivalente,40.0
Rio Branco (AC),2º trimestre 2014,Ensino médio incompleto ou equivalente,27.0
Rio Branco (AC),2º trimestre 2014,Ensino médio completo ou equivalente,75.0
Rio Branco (AC),2º trimestre 2014,Ensino superior incompleto ou equivalente,21.0
Rio Branco (AC),2º trimestre 2014,Ensino superior completo ou equivalente,33.0
Rio Branco (AC),2º trimestre 2014,Não determinado,0.0
Rio Branco (AC),3º trimestre 2014,Sem instrução e menos de 1 ano de estudo,17.0
Rio Branco (AC),3º trimestre 2014,Ensino fundamental incompleto ou equivalente,69.0
Rio Branco (AC),3º trimestre 2014,Ensino fundamental completo ou equivalente,36.0
Rio Branco (AC),3º trimestre 2014,Ensino médio incompleto ou equivalente,24.0
Rio Branco (AC),3º trimestre 2014,Ensino médio completo ou equivalente,78.0
Rio Branco (AC),3º trimestre 2014,Ensino superior incompleto ou equivalente,22.0
Rio Branco (AC),3º trimestre 2014,Ensino superior completo ou equivalente,33.0
Rio Branco (AC),3º trimestre 2014,Não determinado,0.0
Rio Branco (AC),4º trimestre 2014,Sem instrução e menos de 1 ano de estudo,17.0
Rio Branco (AC),4º trimestre 2014,Ensino fundamental incompleto ou equivalente,76.0
Rio Branco (AC),4º trimestre 2014,Ensino fundamental completo ou equivalente,34.0
Rio Branco (AC),4º trimestre 2014,Ensino médio incompleto ou equivalente,23.0
Rio Branco (AC),4º trimestre 2014,Ensino médio completo ou equivalente,75.0
Rio Branco (AC),4º trimestre 2014,Ensino superior incompleto ou equivalente,22.0
Rio Branco (AC),4º trimestre 2014,Ensino superior completo ou equivalente,34.0
Rio Branco (AC),4º trimestre 2014,Não determinado,0.0
Rio Branco (AC),1º trimestre 2015,Sem instrução e menos de 1 ano de estudo,17.0
Rio Branco (AC),1º trimestre 2015,Ensino fundamental incompleto ou equivalente,64.0
Rio Branco (AC),1º trimestre 2015,Ensino fundamental completo ou equivalente,41.0
Rio Branco (AC),1º trimestre 2015,Ensino médio incompleto ou equivalente,20.0
Rio Branco (AC),1º trimestre 2015,Ensino médio completo ou equivalente,79.0
Rio Branco (AC),1º trimestre 2015,Ensino superior incompleto ou equivalente,21.0
Rio Branco (AC),1º trimestre 2015,Ensino superior completo ou equivalente,37.0
Rio Branco (AC),1º trimestre 2015,Não determinado,0.0
Rio Branco (AC),2º trimestre 2015,Sem instrução e menos de 1 ano de estudo,17.0
Rio Branco (AC),2º trimestre 2015,Ensino fundamental incompleto ou equivalente,68.0
Rio Branco (AC),2º trimestre 2015,Ensino fundamental completo ou equivalente,41.0
Rio Branco (AC),2º trimestre 2015,Ensino médio incompleto ou equivalente,23.0
Rio Branco (AC),2º trimestre 2015,Ensino médio completo ou equivalente,74.0
Rio Branco (AC),2º trimestre 2015,Ensino superior incompleto ou equivalente,22.0
Rio Branco (AC),2º trimestre 2015,Ensino superior completo ou equivalente,36.0
Rio Branco (AC),2º trimestre 2015,Não determinado,0.0
Rio Branco (AC),3º trimestre 2015,Sem instrução e menos de 1 ano de estudo,17.0
Rio Branco (AC),3º trimestre 2015,Ensino fundamental incompleto ou equivalente,68.0
Rio Branco (AC),3º trimestre 2015,Ensino fundamental completo ou equivalente,41.0
Rio Branco (AC),3º trimestre 2015,Ensino médio incompleto ou equivalente,22.0
Rio Branco (AC),3º trimestre 2015,Ensino médio completo ou equivalente,78.0
Rio Branco (AC),3º trimestre 2015,Ensino superior incompleto ou equivalente,22.0
Rio Branco (AC),3º trimestre 2015,Ensino superior completo ou equivalente,34.0
Rio Branco (AC),3º trimestre 2015,Não determinado,0.0
Rio Branco (AC),4º trimestre 2015,Sem instrução e menos de 1 ano de estudo,21.0
Rio Branco (AC),4º trimestre 2015,Ensino fundamental incompleto ou equivalente,69.0
Rio Branco (AC),4º trimestre 2015,Ensino fundamental completo ou equivalente,33.0
Rio Branco (AC),4º trimestre 2015,Ensino médio incompleto ou equivalente,25.0
Rio Branco (AC),4º trimestre 2015,Ensino médio completo ou equivalente,78.0
Rio Branco (AC),4º trimestre 2015,Ensino superior incompleto ou equivalente,22.0
Rio Branco (AC),4º trimestre 2015,Ensino superior completo ou equivalente,39.0
Rio Branco (AC),4º trimestre 2015,Não determinado,0.0
Rio Branco (AC),1º trimestre 2016,Sem instrução e menos de 1 ano de estudo,16.0
Rio Branco (AC),1º trimestre 2016,Ensino fundamental incompleto ou equivalente,71.0
Rio Branco (AC),1º trimestre 2016,Ensino fundamental completo ou equivalente,32.0
Rio Branco (AC),1º trimestre 2016,Ensino médio incompleto ou equivalente,24.0
Rio Branco (AC),1º trimestre 2016,Ensino médio completo ou equivalente,83.0
Rio Branco (AC),1º trimestre 2016,Ensino superior incompleto ou equivalente,21.0
Rio Branco (AC),1º trimestre 2016,Ensino superior completo ou equivalente,40.0
Rio Branco (AC),1º trimestre 2016,Não determinado,0.0
Rio Branco (AC),2º trimestre 2016,Sem instrução e menos de 1 ano de estudo,18.0
Rio Branco (AC),2º trimestre 2016,Ensino fundamental incompleto ou equivalente,66.0
Rio Branco (AC),2º trimestre 2016,Ensino fundamental completo ou equivalente,33.0
Rio Branco (AC),2º trimestre 2016,Ensino médio incompleto ou equivalente,26.0
Rio Branco (AC),2º trimestre 2016,Ensino médio completo ou equivalente,83.0
Rio Branco (AC),2º trimestre 2016,Ensino superior incompleto ou equivalente,24.0
Rio Branco (AC),2º trimestre 2016,Ensino superior completo ou equivalente,40.0
Rio Branco (AC),2º trimestre 2016,Não determinado,0.0
Rio Branco (AC),3º trimestre 2016,Sem instrução e menos de 1 ano de estudo,20.0
Rio Branco (AC),3º trimestre 2016,Ensino fundamental incompleto ou equivalente,66.0
Rio Branco (AC),3º trimestre 2016,Ensino fundamental completo ou equivalente,36.0
Rio Branco (AC),3º trimestre 2016,Ensino médio incompleto ou equivalente,24.0
Rio Branco (AC),3º trimestre 2016,Ensino médio completo ou equivalente,85.0
Rio Branco (AC),3º trimestre 2016,Ensino superior incompleto ou equivalente,23.0
Rio Branco (AC),3º trimestre 2016,Ensino superior completo ou equivalente,41.0
Rio Branco (AC),3º trimestre 2016,Não determinado,0.0
